title,link,category,description,telephone,address,roadAddress,mapx,mapy,dong,category_keyword
평화의<b>공원</b>평화광장,,자연공원>부속시설,,,서울특별시 마포구 성산동 390-1,서울특별시 마포구 월드컵로 251,1268961082,375648162,성산동,공원
평화의<b>공원</b>주차장매표소,,"여행,명소>관리,안내",,,서울특별시 마포구 성산동 390-1,서울특별시 마포구 월드컵로 251,1268951374,375662583,성산동,공원
평화의<b>공원</b>모험놀이터,,자연공원>부속시설,,,서울특별시 마포구 성산동 390-1,서울특별시 마포구 월드컵로 243-48,1268962190,375619790,성산동,공원
성산근린<b>공원</b>,,"여행,명소>근린공원",,,서울특별시 마포구 성산동 산11-64,,1269111067,375619429,성산동,공원
하늘<b>공원</b>,,"여행,명소>자연,생태공원",,,서울특별시 마포구 상암동 481-72,서울특별시 마포구 하늘공원로 95,1268850630,375675623,상암동,공원
난지 한강<b>공원</b>,http://hangang.seoul.go.kr/archives/46777,"여행,명소>시민공원",,,서울특별시 마포구 상암동 487-116 한강공원 난지안내센터,서울특별시 마포구 한강난지로 162 한강공원 난지안내센터,1268744074,375672573,상암동,공원
상암 곱,https://www.instagram.com/we.are_gop,"한식>곱창,막창,양",,,서울특별시 마포구 상암동 8-3,서울특별시 마포구 매봉산로2안길 12-6,1268944124,375780851,상암동,공원
온타이키친,https://www.instagram.com/onthai_kitchen,음식점>태국음식,,,서울특별시 마포구 상암동 1597 사보이시티 B동 지하1층 B126호,서울특별시 마포구 월드컵북로54길 17 사보이시티 B동 지하1층 B126호,1268885484,375813243,상암동,공원
공중화장실,,화장실,,,서울특별시 마포구 대흥동 산1-30,서울특별시 마포구 백범로 35 서강대학교,1269422512,375535986,대흥동,공원
마포문화원,http://www.mapocc.or.kr/,"문화,예술>문화원",,,서울특별시 마포구 신공덕동 158 공덕동자치회관,서울특별시 마포구 백범로 227 공덕동자치회관,1269554853,375422421,공덕동,전시
KCC오토 메르세데스벤츠 마포<b>전시</b>장,http://www.kccauto.co.kr/ko/desktop/passenger-cars.html,"자동차>전시,판매",,,서울특별시 마포구 공덕동 105-99,서울특별시 마포구 마포대로 188,1269557507,375507823,공덕동,전시
바디프랜드 공덕 라운지,https://www.bodyfriend.co.kr/,"전자,가전>종합가전",,,서울특별시 마포구 공덕동 478 1층,서울특별시 마포구 백범로 170 1층,1269492420,375444545,공덕동,전시
캡스톤그룹,http://capstone-pco.com,"지원,대행>전시,행사대행",,,서울특별시 마포구 공덕동 370-4,서울특별시 마포구 백범로31길 19,1269497275,375466768,공덕동,전시
어머머프로포즈,http://umumupropose.creatorlink.net/,"지원,대행>이벤트,파티",,,서울특별시 마포구 공덕동 463,서울특별시 마포구 마포대로 173,1269544103,375498190,공덕동,전시
헤이웨이예이,https://smartstore.naver.com/heywayyay,"쇼핑,유통>종합도소매",,,서울특별시 마포구 신공덕동 174,서울특별시 마포구 만리재로 36,1269561781,375448143,공덕동,소품샵
어거스트21,,술집>와인,,,서울특별시 마포구 공덕동 242-4 소담빌딩 4층,서울특별시 마포구 마포대로12길 34 소담빌딩 4층,1269546897,375475135,공덕동,루프탑
프론티에르,,"서비스,산업>장소대여",,,서울특별시 마포구 공덕동 115-25 3층,서울특별시 마포구 만리재로 80-4 3층,1269587974,375477214,공덕동,루프탑
서울로7017,https://parks.seoul.go.kr/content.do?key=2605090001,지역명소>도보코스,,,서울특별시 중구 봉래동2가 122-14,서울특별시 중구 청파로 432,1269732427,375565284,공덕동,전망대
로그아웃,,"음식점>카페,디저트",,,서울특별시 마포구 마포동 388-5 9층,서울특별시 마포구 마포대로4다길 31 9층,1269443510,375356840,공덕동,야경
바 팔렛,https://www.instagram.com/bar.palate?igsh=MXQ0MTlveXB1a3AyYQ%3D%3D&utm_source=qr,술집>바(BAR),,,서울특별시 마포구 용강동 50-16 5F,서울특별시 마포구 마포대로1길 16 5F,1269431357,375397175,공덕동,야경
마포대교,,도로시설>교량명,,,서울특별시 영등포구 여의도동,,1269375033,375340684,공덕동,야경
구띠커피갤러리,,"음식점>카페,디저트",,,서울특별시 마포구 아현동 618-7 1층 구띠커피 와인하우스,서울특별시 마포구 마포대로 181 1층 구띠커피 와인하우스,1269549485,375504886,아현동,전시
바바리안 모터스 BMW 마포<b>전시</b>장,https://bavarian.co.kr/,"자동차>전시,판매",,,서울특별시 마포구 아현동 270-9,서울특별시 마포구 마포대로 227,1269566872,375543328,아현동,전시
에넥스 아현<b>전시</b>장,,"쇼핑,유통>가구",,,서울특별시 마포구 아현동 85-665,서울특별시 마포구 마포대로 264-1,1269594724,375569064,아현동,전시
현대자동차 아현대리점,https://www.hyundai.com/kr/ko/e/vehicles/purchase-consult/visit-consult?branchCode=DB01002,"쇼핑,유통>자동차",,,서울특별시 마포구 아현동 91-17,서울특별시 마포구 마포대로 268,1269597735,375571360,아현동,전시
인테리어필름보닥 마포<b>전시</b>장,,"쇼핑,유통>가구,인테리어",,,서울특별시 마포구 아현동 373-3 현대빌딩,서울특별시 마포구 마포대로 240 현대빌딩,1269579073,375552611,아현동,전시
굴레방커피,,"음식점>카페,디저트",,,서울특별시 마포구 아현동 332-7 1층,서울특별시 마포구 굴레방로7길 22 1층,1269542867,375563508,아현동,루프탑
네안데르,https://www.instagram.com/neander_lab,"지원,대행>전시,행사대행",,,서울특별시 마포구 대흥동 328-29 1층,서울특별시 마포구 독막로36길 10-6 1층,1269410531,375461170,대흥동,전시
마포아트센터,https://www.mfac.or.kr,"교육,학문>문화센터",,,서울특별시 마포구 대흥동 30-3 마포아트센터,서울특별시 마포구 대흥로20길 28 마포아트센터,1269455361,375498965,대흥동,전시
기고자,http://kigoja.net/,"문화,예술>전시관",,,서울특별시 마포구 대흥동 3-42 2층,서울특별시 마포구 대흥로28길 8 2층,1269463328,375552702,대흥동,전시
이화광고,http://www.sign114.net/,"광고,마케팅>옥외,전시광고",,,서울특별시 마포구 대흥동 202-1,서울특별시 마포구 백범로 108-1,1269433164,375470923,대흥동,전시
피카소현수막,http://www.banner1255.co.kr/,"광고,마케팅>옥외,전시광고",,,서울특별시 마포구 대흥동 449 5F,서울특별시 마포구 독막로 274 5F,1269436451,375455073,대흥동,전시
가에서울,https://www.instagram.com/gae_seoul,"음식점>카페,디저트",,,서울특별시 서대문구 창천동 57-59 1층,서울특별시 서대문구 연세로5가길 27 1층,1269351361,375572298,대흥동,소품샵
냥과자점,https://www.instagram.com/nyangbakery,"음식점>카페,디저트",,,서울특별시 마포구 서교동 328-11 냥과자점,서울특별시 마포구 와우산로29길 14-25 냥과자점,1269290239,375552662,대흥동,소품샵
Dear. 디어,https://mkt.shopping.naver.com/link/6843fab28dd273404b731a00,"가구,인테리어>인테리어소품",,,서울특별시 서대문구 대현동 34-51 1층 Dear.,서울특별시 서대문구 이화여대길 88-14 1층 Dear.,1269440568,375594297,대흥동,소품샵
수앤봄,https://www.instagram.com/sooandbom/,"가구,인테리어>인테리어소품",,,서울특별시 마포구 서교동 327-8 101호 201호 수앤봄,서울특별시 마포구 와우산로33길 5 101호 201호 수앤봄,1269299279,375551977,대흥동,소품샵
터프퍼프클럽,https://smartstore.naver.com/tuffpuffclub,"가구,인테리어>인테리어소품",,,서울특별시 마포구 동교동 187-3 1층,서울특별시 마포구 신촌로10길 22 1층,1269318789,375556791,대흥동,소품샵
썸이프,https://www.instagram.com/cafe_sumif,"음식점>카페,디저트",,,서울특별시 마포구 대흥동 245-13 2층&루프탑(3F),서울특별시 마포구 백범로16안길 3 2층&루프탑(3F),1269422151,375467144,대흥동,루프탑
쁘띠브루통,https://www.instagram.com/petit.breton.seoul,"카페,디저트>베이커리",,,"서울특별시 마포구 대흥동 241-24 2층, 3층","서울특별시 마포구 백범로16안길 25 2층, 3층",1269434719,375463654,대흥동,루프탑
오브젝트 서교점,http://insideobject.com,"쇼핑,유통>가정,생활용품",,,서울특별시 마포구 서교동 326-2,서울특별시 마포구 와우산로35길 13,1269298100,375557200,서교동,전시
4233마음센터 연남점,http://4233.kr,"문화,예술>전시관",,,서울특별시 마포구 동교동 204-45 지하1층,서울특별시 마포구 월드컵북로4길 43 지하1층,1269215823,375581868,서교동,전시
띠아트뮤지엄 홍대,https://www.instagram.com/thartmuseum/,"문화,예술>전시관",,,서울특별시 마포구 서교동 370-12,서울특별시 마포구 양화로16길 14-16,1269200478,375527617,서교동,전시
지엔씨미디어,https://www.instagram.com/wb_ddp/,"문화,예술>박람회,전시회",,,서울특별시 마포구 서교동 352-11 2층,서울특별시 마포구 동교로 156-4 2층,1269195291,375553808,서교동,전시
보그헤어 홍대점,https://k-beautyhair.com,미용>미용실,,,서울특별시 마포구 동교동 168-4 문정빌딩 3층 보그헤어 홍대점,서울특별시 마포구 양화로18안길 7 문정빌딩 3층 보그헤어 홍대점,1269250805,375568310,서교동,소품샵
메이드바이 홍대,https://smartstore.naver.com/itsmadeby,"가구,인테리어>인테리어소품",,,서울특별시 마포구 동교동 146-8 한국특허기술진흥원빌딩 1층,서울특별시 마포구 연희로 11 한국특허기술진흥원빌딩 1층,1269264252,375598492,서교동,소품샵
이와야 홍대,https://www.instagram.com/iwaya_inc,"가구,인테리어>인테리어소품",,,서울특별시 마포구 동교동 190-1 AK플라자 홍대 3F,서울특별시 마포구 양화로 188 AK플라자 홍대 3F,1269267785,375574453,서교동,소품샵
스테인20,https://smartstore.naver.com/stain20byyido,"가구,인테리어>인테리어소품",,,서울특별시 마포구 동교동 147-2 1층 103호,서울특별시 마포구 연희로 7 1층 103호,1269263901,375593995,서교동,소품샵
카페 공명 홍대점,https://youtu.be/55rgsDxLyAU?feature=shared,"음식점>카페,디저트",,,"서울특별시 마포구 서교동 409-15 1층, 2층, 3층","서울특별시 마포구 와우산로17길 11-8 1층, 2층, 3층",1269220185,375499077,서교동,루프탑
배터리88 홍대,https://www.instagram.com/battery.88/,술집>요리주점,,,서울특별시 마포구 서교동 362-9 1층,서울특별시 마포구 와우산로19길 6 1층,1269227607,375513451,서교동,루프탑
연남어부,https://app.catchtable.co.kr/ct/shop/fishermen_1987,한식>생선회,,,서울특별시 마포구 동교동 152-22 1층,서울특별시 마포구 동교로 220 1층,1269239427,375596869,서교동,루프탑
센트럴사이트 연남점,https://smartstore.naver.com/coffeesite,"음식점>카페,디저트",,,서울특별시 마포구 동교동 117-3 센트럴사이트,서울특별시 마포구 연희로 29-1 센트럴사이트,1269268517,375615490,서교동,루프탑
발코니가든,http://www.instagram.com/balconygardencafeseoul,"음식점>카페,디저트",,,서울특별시 마포구 동교동 170-38 4층,서울특별시 마포구 어울마당로 155-1 4층,1269271230,375569061,서교동,루프탑
카비넷,https://www.instagram.com/_kabinett_,술집>와인,,,"서울특별시 마포구 동교동 147-4 3층, 카비넷","서울특별시 마포구 연희로 3 3층, 카비넷",1269262029,375591255,서교동,야경
절두산순교성지,http://www.jeoldusan.or.kr/,"여행,명소>유적지,사적지",,,서울특별시 마포구 합정동 96-1,서울특별시 마포구 토정로 6,1269117967,375441361,합정동,전시
파티세리 로그,https://twitter.com/PatisserieLogue,"음식점>카페,디저트",,,서울특별시 마포구 합정동 410-10 1층,서울특별시 마포구 양화로6길 86 1층,1269188989,375482919,합정동,전시
스페이스 아크,http://www.instagram.com/space_ac_gallery/,"문화,예술>갤러리,화랑",,,"서울특별시 마포구 합정동 367-9 안쪽 마당, 1층","서울특별시 마포구 토정로3길 16 안쪽 마당, 1층",1269144597,375463127,합정동,전시
아트스페이스 합정,,"문화,예술>전시관",,,서울특별시 마포구 합정동 394-7,서울특별시 마포구 포은로 24,1269086566,375501174,합정동,전시
레인보우큐브,http://www.rainbowcube-space.co.kr/,"문화,예술>갤러리,화랑",,,서울특별시 마포구 합정동 91-27,서울특별시 마포구 토정로2길 6-19,1269129227,375448590,합정동,전시
메리모어,https://merrymore.kr,"가구,인테리어>인테리어소품",,,서울특별시 마포구 합정동 438-11 2층 (고향농산 건물),서울특별시 마포구 포은로 37 2층 (고향농산 건물),1269073927,375508194,합정동,소품샵
al thing,https://smartstore.naver.com/al-thing,"쇼핑,유통>패션",,,서울특별시 마포구 합정동 358-3 2층,서울특별시 마포구 독막로8길 31 2층,1269179078,375465007,합정동,소품샵
리네아의 가게,,"가구,인테리어>인테리어소품",,,서울특별시 마포구 합정동 438-2 1층 리네아의가게,서울특별시 마포구 포은로 39 1층 리네아의가게,1269072436,375509909,합정동,소품샵
스튜디홈,https://studihome.imweb.me/,"가구,인테리어>인테리어소품",,,서울특별시 마포구 합정동 371-4 2층 하늘색문(201호),서울특별시 마포구 성지길 25-20 2층 하늘색문(201호),1269138778,375472057,합정동,소품샵
카페꼼마 합정점,https://www.instagram.com/cafecomma_official,"음식점>카페,디저트",,,서울특별시 마포구 합정동 441-35,서울특별시 마포구 포은로 49,1269068006,375519325,합정동,루프탑
블러,https://litt.ly/blurr,"음식점>카페,디저트",,,서울특별시 마포구 합정동 198-26 4층,서울특별시 마포구 토정로 28-10 4층,1269142075,375450277,합정동,루프탑
쿠바포차 하바나24시,,술집>포장마차,,,서울특별시 마포구 합정동 383-31 2층,서울특별시 마포구 월드컵로1길 11 2층,1269123374,375494632,합정동,루프탑
이모의피크닉,https://www.instagram.com/emo_s2022,"서비스,산업>장소대여",,,서울특별시 마포구 합정동 388-3 4층,서울특별시 마포구 월드컵로3길 31-6 4층,1269107620,375501233,합정동,루프탑
선유도공원<b>전망대</b>,,자연공원>부속시설,,,서울특별시 영등포구 양화동 52-1,서울특별시 영등포구 선유로 343,1268979559,375446087,합정동,전망대
양화대교,,도로시설>교량명,,,서울특별시 마포구 합정동,,1269051030,375441779,합정동,야경
XXPRESS,http://xxpressofficial.com,"서비스,산업>장소대여",,,서울특별시 마포구 망원동 410-25 1층,서울특별시 마포구 포은로 99 1층,1269048109,375558768,망원동,전시
WWW SPACE,http://www.wwwspace.kr,"문화,예술>갤러리,화랑",,,서울특별시 마포구 망원동 404-32 지하1층,서울특별시 마포구 망원로6길 37 지하1층,1269037499,375552506,망원동,전시
계절책방 낮과밤,https://www.instagram.com/natbambooks,서점>독립서점,,,서울특별시 마포구 망원동 482-8 3층 301호,서울특별시 마포구 월드컵로 113 3층 301호,1269076210,375584252,망원동,전시
컷더케이크,https://www.instagram.com/cutthekake_,"문화,예술>갤러리,화랑",,,서울특별시 마포구 망원동 420-1 2층,서울특별시 마포구 월드컵로25길 131 2층,1269005221,375568967,망원동,전시
WWW SPACE2,https://blog.naver.com/www__space,"문화,예술>갤러리,화랑",,,서울특별시 마포구 망원동 472-12 1층,서울특별시 마포구 월드컵로 163-5 1층,1269041095,375619937,망원동,전시
프레젠트모먼트,https://www.instagram.com/presentmoment.storage,"가구,인테리어>인테리어소품",,,서울특별시 마포구 망원동 338-53 1층,서울특별시 마포구 동교로 49-1 1층,1269077187,375531116,망원동,소품샵
제로스페이스 망원,http://zeroperzero.kr,"가구,인테리어>인테리어소품",,,서울특별시 마포구 망원동 398-2,서울특별시 마포구 희우정로16길 32,1269037851,375545740,망원동,소품샵
무드,https://moodarchive.com,"가구,인테리어>인테리어소품",,,서울특별시 마포구 망원동 411-3 1층 mood,서울특별시 마포구 포은로8길 16 1층 mood,1269057806,375564269,망원동,소품샵
륀느공방,https://www.instagram.com/lune_luna_dal/,"생활,편의>공방",,,서울특별시 마포구 망원동 57-429 102호,서울특별시 마포구 월드컵로23길 21 102호,1269078677,375568223,망원동,소품샵
카페 공명 망원책빵,https://cafegm.kr,"음식점>카페,디저트",,,"서울특별시 마포구 망원동 376-18 지하1층, 1층, 2층","서울특별시 마포구 월드컵로13길 22-3 지하1층, 1층, 2층",1269087154,375556988,망원동,루프탑
Uig,https://www.instagram.com/uig.official,"음식점>카페,디저트",,,서울특별시 마포구 망원동 420-4 우이그,서울특별시 마포구 망원로3길 7 우이그,1269014508,375570789,망원동,루프탑
아루감,http://www.instagram.com/arugam_official,술집>바(BAR),,,"서울특별시 마포구 망원동 57-36 2,3층","서울특별시 마포구 월드컵로19길 8 2,3층",1269084676,375571037,망원동,루프탑
망원도,https://mangwondo.com/,술집>바(BAR),,,서울특별시 마포구 망원동 395-4,서울특별시 마포구 포은로 75,1269055713,375538197,망원동,루프탑
더파인트,http://m.facebook.com/thepintpubber,"술집>맥주,호프",,,서울특별시 마포구 망원동 57-364 2층,서울특별시 마포구 월드컵로23길 5 2층,1269083676,375574297,망원동,루프탑
하늘공원,,"여행,명소>자연,생태공원",,,서울특별시 마포구 상암동 481-72,서울특별시 마포구 하늘공원로 95,1268850630,375675623,망원동,전망대
용왕산스카이워크,,"여행,명소>전망대",,,서울특별시 양천구 목동 199-51,서울특별시 양천구 용왕정길 43,1268784224,375439828,망원동,전망대
망원 한강공원,http://hangang.seoul.go.kr/archives/46737,"여행,명소>시민공원",,,서울특별시 마포구 망원동 205-4 한강공원망원지구사무소,서울특별시 마포구 마포나루길 467 한강공원망원지구사무소,1268952798,375553018,망원동,야경
마포인트,,"여행,명소>레저,테마",,,서울특별시 마포구 망원동 205-5,서울특별시 마포구 마포나루길 435,1268957586,375536629,망원동,야경
성산대교,,도로시설>교량명,,,서울특별시 마포구 망원동,,1268912064,375521807,망원동,야경
아이아이 연남,https://www.instagram.com/ii_sido,"문화,예술>전시관",,,서울특별시 마포구 연남동 361-31,서울특별시 마포구 연남로 86,1269187101,375665559,연남동,전시
챕터투,http://www.chapterii.org/,"문화,예술>전시관",,,서울특별시 마포구 연남동 566-55,서울특별시 마포구 동교로27길 54,1269212316,375602136,연남동,전시
CR Collective,https://www.instagram.com/cr_collective_,"문화,예술>전시관",,,서울특별시 마포구 연남동 504-29 일심빌딩 2층,서울특별시 마포구 성미산로 120 일심빌딩 2층,1269202856,375624931,연남동,전시
<b>연남동</b> 갤러리 이트리움,https://www.youtube.com/@%EA%B0%A4%EB%9F%AC%EB%A6%AC%EC%9D%B4%ED%8A%B8%EB%A6%AC%EC%9B%80,"문화,예술>갤러리,화랑",,,"서울특별시 마포구 연남동 259-4 6, 7층 갤러리 이트리움","서울특별시 마포구 동교로 233 6, 7층 연남동 갤러리 이트리움",1269240616,375609199,연남동,전시
와이제이갤러리카페,,"카페,디저트>한방카페",,,서울특별시 마포구 연남동 241-48 지층 102호,서울특별시 마포구 성미산로29길 34 지층 102호,1269220184,375654538,연남동,전시
보라앤드 연남<b>소품샵</b>,https://www.instagram.com/bora_and,"가구,인테리어>인테리어소품",,,서울특별시 마포구 연남동 387-11 1층 보라앤드,서울특별시 마포구 동교로 262-5 1층 보라앤드,1269255094,375629130,연남동,소품샵
픽뎀업,https://www.instagram.com/pickemup_official,"생활,편의>공방",,,서울특별시 마포구 연남동 384-7 1층,서울특별시 마포구 동교로38길 33-21 1층,1269262193,375620900,연남동,소품샵
비옥,http://beok.kr,"가구,인테리어>인테리어소품",,,서울특별시 마포구 연남동 254-8 2.5층 + 옥상 비옥,서울특별시 마포구 동교로41길 31 2.5층 + 옥상 비옥,1269232056,375636475,연남동,소품샵
모두링,https://www.instagram.com/modooring,"쇼핑,유통>패션잡화",,,서울특별시 마포구 연남동 390-32 1층 모두링,서울특별시 마포구 동교로38길 27-8 1층 모두링,1269259264,375617894,연남동,소품샵
<b>연남동</b>와이탑,https://www.instagram.com/yeonnamdong_ytop,음식점>양식,,,"서울특별시 마포구 연남동 223-21 2층, 3층","서울특별시 마포구 성미산로 163 2층, 3층",1269242773,375649025,연남동,루프탑
느루 연남점,https://app.catchtable.co.kr/ct/shop/neuroo,음식점>양식,,,서울특별시 마포구 연남동 260-52 3층,서울특별시 마포구 동교로32길 3 3층,1269245502,375608555,연남동,루프탑
카페 드 래빗,https://www.instagram.com/cafederabbit?igsh=bm0yMXVndnB4dGds,"음식점>카페,디저트",,,서울특별시 마포구 연남동 259-3 1층-4층,서울특별시 마포구 동교로29길 10 1층-4층,1269239091,375611103,연남동,루프탑
무채색,https://www.instagram.com/moochaeseck/,술집>요리주점,,,서울특별시 마포구 연남동 381-13 건너편 4층,서울특별시 마포구 연희로1길 39 건너편 4층,1269258351,375605890,연남동,루프탑
오버딥,https://www.instagram.com/overdeep_yeonnam,"음식점>카페,디저트",,,"서울특별시 마포구 연남동 240-41 2, 3층, 루프탑","서울특별시 마포구 성미산로 149-8 2, 3층, 루프탑",1269228864,375646733,연남동,루프탑
피플리,https://www.youtube.com/c/peopulley%ED%94%BC%ED%94%8C%EB%A6%AC/featured,"컴퓨터프로그래밍,정보서비스업>소프트웨어개발",,,서울특별시 마포구 상암동 1592 9층 피플리,서울특별시 마포구 월드컵북로58길 10 9층 피플리,1268871223,375816410,상암동,전시
문화방송,,"광고,마케팅>광고대행",,,서울특별시 마포구 상암동 1603,서울특별시 마포구 성암로 267,1268909890,375811234,상암동,전시
한국영화박물관,http://www.koreafilm.or.kr/museum/main,"여행,명소>박물관",,,서울특별시 마포구 상암동 1602 한국영상자료원 1층,서울특별시 마포구 월드컵북로 400 한국영상자료원 1층,1268898935,375804511,상암동,전시
서울에너지드림센터,https://blog.naver.com/seouledc0,"문화,예술>전시관",,,서울특별시 마포구 상암동 1535-3,서울특별시 마포구 증산로 14,1268914525,375630550,상암동,전시
갤러리애프터눈,http://galleryafternoon.com,"문화,예술>갤러리,화랑",,,"서울특별시 마포구 상암동 1526 1, 2층","서울특별시 마포구 월드컵북로42나길 10 1, 2층",1268976620,375754255,상암동,전시
감자뭉케이스 서울상암점,https://www.instagram.com/gamjamoongcase_official?igsh=eXdjOHh4MzI3MTcw&utm_source=qr,휴대폰>휴대폰액세서리,,,서울특별시 마포구 상암동 16-5 1층,서울특별시 마포구 월드컵북로44길 50 1층,1268948567,375769343,상암동,소품샵
미엔느,,"쇼핑,유통>종합도소매",,,서울특별시 마포구 상암동 1140 1023호,서울특별시 마포구 성암로 184 1023호,1268990202,375768239,상암동,소품샵
일품디자인,http://thedesigns.com,"전문,기술서비스>인테리어디자인",,,서울특별시 마포구 상암동 1680 106호 일품디자인,서울특별시 마포구 월드컵로42길 40 106호 일품디자인,1268807539,375802797,상암동,소품샵
와인그리고밤,https://app.catchtable.co.kr/ct/shop/wineandnight,술집>와인,,,"서울특별시 마포구 상암동 41-10 2,3층","서울특별시 마포구 월드컵북로50길 9 2,3층",1268936248,375772146,상암동,루프탑
마하세븐 싱글몰트 위스키 바,https://www.instagram.com/maha7_whiskylove,술집>바(BAR),,,서울특별시 마포구 상암동 18-11 상암글로벌센터 7층,서울특별시 마포구 월드컵북로44길 32 상암글로벌센터 7층,1268956027,375764562,상암동,루프탑
서울수상레포츠센터 <b>루프탑</b>,,장소대여>공유누리 개방자원,,,서울특별시 마포구 상암동 487-116,서울특별시 마포구 한강난지로 162 난지수상레포츠센터 옥상,1268854352,375628693,상암동,루프탑
노을공원,http://parks.seoul.go.kr/template/sub/worldcuppark.do,"여행,명소>도시,테마공원",,,서울특별시 마포구 상암동 481-6,서울특별시 마포구 하늘공원로 108-2,1268748643,375746111,상암동,야경
천년닭강정 마포점,https://g.page/r/Cank1mGx1GHjEAE/review,"음식점>치킨,닭강정",,,"서울특별시 마포구 공덕동 256-30 1층 6, 7, 23호","서울특별시 마포구 만리재로 23 1층 6, 7, 23호",1269539061,375446847,공덕동,술집
참나무본가 공덕점,,"음식점>한식>육류,고기요리",,,서울특별시 마포구 공덕동 256-5 2층,서울특별시 마포구 마포대로6길 10 2층,1269530924,375452482,공덕동,한식
마포청학동부침개 마포본점,,"한식>전,빈대떡",,,서울특별시 마포구 공덕동 256-30 공덕시장 1층,서울특별시 마포구 만리재로 23 공덕시장 1층,1269537601,375446386,공덕동,한식
김재운 초밥사랑 공덕점,,"음식점>일식>초밥,롤",,,서울특별시 마포구 공덕동 478 더샵아파트 102동 1층상가,서울특별시 마포구 백범로 170 더샵아파트 102동 1층상가,1269487147,375445019,공덕동,일식
25카츠 공덕점,,음식점>일식>돈가스,,,서울특별시 마포구 공덕동 467 롯데캐슬지하1층 상가내,서울특별시 마포구 마포대로 109 롯데캐슬지하1층 상가내,1269503201,375446166,공덕동,일식
오레타치카레 공덕점,https://www.instagram.com/oretachicurry.korea,음식점>일식>카레,,,서울특별시 마포구 공덕동 476 201동 1층 13호,서울특별시 마포구 백범로 152 201동 1층 13호,1269469970,375451882,공덕동,일식
롯데시티호텔 마포 씨카페,https://www.lottehotel.com/mapo-city/ko/dining/restaurant-naru.html,음식점>뷔페,,,서울특별시 마포구 공덕동 467 2층 씨카페,서울특별시 마포구 마포대로 109 2층 씨카페,1269504079,375446245,공덕동,중식
마부마라탕 공덕점,,중식>중식당,,,서울특별시 마포구 공덕동 477,서울특별시 마포구 백범로 152,1269467918,375455067,공덕동,중식
홍콩반점0410 마포서부법원점,https://start.theborn.co.kr/prebrand_detail.php?bc=26,음식점>중식당,,,서울특별시 마포구 공덕동 105-238,서울특별시 마포구 마포대로14길 11,1269560449,375486243,공덕동,중식
구복만두 마포직영점,,"중식>딤섬,중식만두",,,서울특별시 마포구 공덕동 476 201동 1층 3호,서울특별시 마포구 백범로 152 201동 1층 3호,1269470789,375453521,공덕동,중식
수저가,http://www.yangguib.com/,중식>중식당,,,서울특별시 마포구 공덕동 105-94 1층 수저가짬뽕,서울특별시 마포구 마포대로16길 8 1층 수저가짬뽕,1269563929,375508152,공덕동,중식
뚜띠쿠치나 마포공덕점,https://naver.me/FuVE6wIi,음식점>이탈리아음식,,,서울특별시 마포구 공덕동 249-36 1층~2층 뚜띠쿠치나 마포공덕점,서울특별시 마포구 마포대로12길 58 1층~2층 뚜띠쿠치나 마포공덕점,1269543486,375462535,공덕동,양식
37.5 공덕점,http://www.cafe375.com,음식점>양식,,,서울특별시 마포구 공덕동 175-138 1층 브런치카페 37.5,서울특별시 마포구 마포대로11길 44-19 1층 브런치카페 37.5,1269524181,375497907,공덕동,양식
클래식햄버거,https://www.instagram.com/classic_hamburger,음식점>햄버거,,,서울특별시 마포구 공덕동 232-10 1층 클래식햄버거,서울특별시 마포구 마포대로11길 21 1층 클래식햄버거,1269529122,375488373,공덕동,양식
닥터로빈 공덕점,https://smartstore.naver.com/drrobbin,양식>이탈리아음식,,,서울특별시 마포구 공덕동 471 에스오일 본사 1층,서울특별시 마포구 백범로 192 에스오일 본사 1층,1269517457,375433168,공덕동,양식
싸다김밥 애오개역점,https://ssadagb.com,음식점>분식,,,서울특별시 마포구 공덕동 105-158 1층,서울특별시 마포구 마포대로 182 1층,1269554552,375503609,공덕동,분식
청담동마녀김밥 공덕점,,음식점>분식,,,서울특별시 마포구 공덕동 479 공덕SK리더스뷰,서울특별시 마포구 백범로31길 7 공덕SK리더스뷰,1269487705,375451977,공덕동,분식
연희김밥 마포점,,분식>김밥,,,서울특별시 마포구 공덕동 475,서울특별시 마포구 마포대로 156,1269542469,375478642,공덕동,분식
김밥천국 마포2호점,,음식점>분식,,,서울특별시 마포구 공덕동 105-98,서울특별시 마포구 마포대로 190,1269557268,375509091,공덕동,분식
김가네 공덕점,,음식점>분식,,,서울특별시 마포구 공덕동 285,서울특별시 마포구 마포대로11길 7-18,1269531171,375481439,공덕동,분식
뺑스톡 공덕점,https://www.instagram.com/painstockseoul,"카페,디저트>베이커리",,,서울특별시 마포구 공덕동 479 201동 113호,서울특별시 마포구 백범로31길 8 201동 113호,1269494532,375448463,공덕동,브런치
솥고집 공덕점,,"음식점>한식>육류,고기요리",,,서울특별시 마포구 공덕동 478 101동 1층 6호,서울특별시 마포구 백범로 170 101동 1층 6호,1269492410,375441508,공덕동,고깃집
마포소문난원조족발,http://www.mapojokbal.com/,"한식>족발,보쌈",,,서울특별시 마포구 공덕동 256-10 공덕시장,서울특별시 마포구 만리재로 19 공덕시장,1269532396,375448414,공덕동,고깃집
밀리네해물탕 애오개역점,,"한식>매운탕,해물탕",,,서울특별시 마포구 아현동 733 효성인텔리안 108호,서울특별시 마포구 마포대로 208 효성인텔리안 108호,1269569168,375523535,아현동,한식
